City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Mnogovershinnyy,53.9353,139.9242,-10.08,95,100,6.08,RU,2021-12-21 21:36:38
295,Winnemucca,40.973,-117.7357,26.65,68,1,10.36,US,2021-12-21 21:33:12
296,Yangmei,24.1023,112.5618,48.36,90,98,4.0,CN,2021-12-21 21:36:38
297,Kulhudhuffushi,6.6221,73.07,80.64,76,34,6.4,MV,2021-12-21 21:36:39
298,Imbituba,-28.24,-48.6703,76.89,89,84,8.48,BR,2021-12-21 21:36:39
299,Inhambane,-23.865,35.3833,71.96,77,14,6.69,MZ,2021-12-21 21:36:39
300,Longyearbyen,78.2186,15.6401,17.44,79,75,8.05,SJ,2021-12-21 21:36:39
301,Nueva Germania,-23.9,-56.5667,91.74,36,84,2.64,PY,2021-12-21 21:36:40
302,Poum,-20.2333,164.0167,80.2,75,8,4.09,NC,2021-12-21 21:36:40
303,Mirabad,30.4362,61.8383,62.1,26,82,4.34,AF,2021-12-21 21:36:40
304,Miguel Hidalgo,19.4225,-99.2028,71.01,33,75,3.0,MX,2021-12-21 21:33:56
305,Guane,22.2025,-84.0875,76.42,76,66,8.57,CU,2021-12-21 21:36:41
306,Vilyuysk,63.7553,121.6247,-53.46,100,78,0.98,RU,2021-12-21 21:36:41
307,Akdepe,42.0551,59.3788,48.29,72,7,10.71,TM,2021-12-21 21:36:41
308,Bon Accord,53.8335,-113.4187,25.63,84,90,6.91,CA,2021-12-21 21:36:42
309,Caramay,10.1815,119.236,76.37,83,100,3.62,PH,2021-12-21 21:36:42
310,Ustupo,9.1333,-77.9333,78.03,88,100,2.98,PA,2021-12-21 21:36:42
311,Alofi,-19.0595,-169.9187,82.29,69,75,17.27,NU,2021-12-21 21:36:43
312,Diamantino,-14.4086,-56.4461,76.75,92,100,3.76,BR,2021-12-21 21:36:43
313,Hithadhoo,-0.6,73.0833,80.31,76,89,1.83,MV,2021-12-21 21:36:43
314,Sitka,57.0531,-135.33,37.29,87,75,5.75,US,2021-12-21 21:36:44
315,Akyab,20.15,92.9,63.39,77,50,6.64,MM,2021-12-21 21:36:44
316,Vila,42.0304,-8.1588,54.48,82,98,5.95,PT,2021-12-21 21:36:44
317,Pangkalanbuun,-2.6833,111.6167,73.69,98,95,0.54,ID,2021-12-21 21:36:45
318,Bonavista,48.6499,-53.1147,32.11,93,100,16.78,CA,2021-12-21 21:37:45
319,Nyurba,63.2842,118.3319,-52.28,100,62,0.96,RU,2021-12-21 21:37:45
320,Pacifica,37.6138,-122.4869,61.88,77,75,1.99,US,2021-12-21 21:33:47
321,San Luis,-33.295,-66.3356,81.97,50,62,20.62,AR,2021-12-21 21:35:14
322,Port Hardy,50.6996,-127.4199,37.4,75,75,6.91,CA,2021-12-21 21:37:46
323,Nortelandia,-14.4547,-56.8028,76.87,92,100,2.57,BR,2021-12-21 21:37:46
324,Alenquer,-1.9417,-54.7383,82.74,56,98,4.54,BR,2021-12-21 21:37:46
325,Derzhavinsk,51.1,66.3167,33.06,87,100,15.59,KZ,2021-12-21 21:37:47
326,Ketchikan,55.3422,-131.6461,34.27,93,90,13.8,US,2021-12-21 21:35:20
327,Vestmanna,62.1564,-7.1664,29.32,80,75,0.0,FO,2021-12-21 21:37:47
328,Ribeira Grande,38.5167,-28.7,59.4,82,75,23.02,PT,2021-12-21 21:37:47
329,Maldonado,-34.6667,-54.9167,72.79,64,46,11.81,UY,2021-12-21 21:37:48
330,San Carlos De Bariloche,-41.1456,-71.3082,78.55,12,0,13.8,AR,2021-12-21 21:37:48
331,Savinka,50.0785,47.0994,17.92,83,10,3.65,RU,2021-12-21 21:37:49
332,Padang,-0.9492,100.3543,76.51,87,89,3.62,ID,2021-12-21 21:37:49
333,Sorong,-0.8833,131.25,80.2,82,100,7.27,ID,2021-12-21 21:37:49
334,Axim,4.8699,-2.2405,79.93,76,44,6.06,GH,2021-12-21 21:37:50
335,Mar Del Plata,-38.0023,-57.5575,73.42,92,20,11.01,AR,2021-12-21 21:37:50
336,Sauda,59.6506,6.3542,36.68,95,100,4.05,NO,2021-12-21 21:37:50
337,Uhlove,44.8215,33.6045,30.27,66,100,18.84,UA,2021-12-21 21:37:50
338,Moncton,46.1159,-64.8019,36.19,70,20,14.97,CA,2021-12-21 21:37:51
339,Port-Cartier,50.0334,-66.8654,15.75,73,32,12.82,CA,2021-12-21 21:37:51
340,Kathmandu,27.7167,85.3167,41.22,93,20,3.44,NP,2021-12-21 21:36:47
341,Cairns,-16.9167,145.7667,80.11,78,72,9.22,AU,2021-12-21 21:37:51
342,Jacqueville,5.2052,-4.4146,82.31,82,41,9.42,CI,2021-12-21 21:37:52
343,Chunhuhub,19.55,-88.6833,80.98,53,67,6.71,MX,2021-12-21 21:37:52
344,Alexandria,31.2156,29.9553,59.16,72,29,14.34,EG,2021-12-21 21:37:52
345,Tromso,69.6496,18.957,17.62,73,0,3.44,NO,2021-12-21 21:34:57
346,Kibaya,-5.3,36.5667,61.54,92,100,4.61,TZ,2021-12-21 21:37:53
347,Aykhal,66.0,111.5,-20.45,100,98,3.62,RU,2021-12-21 21:37:53
348,Raudeberg,61.9875,5.1352,38.98,86,99,7.0,NO,2021-12-21 21:37:53
349,Baykit,61.67,96.37,-27.56,99,30,0.63,RU,2021-12-21 21:37:54
350,Ferrol,43.4832,-8.2369,63.68,71,81,10.63,ES,2021-12-21 21:37:54
351,Broken Hill,-31.95,141.4333,67.71,49,45,17.27,AU,2021-12-21 21:37:54
352,Homer,59.6425,-151.5483,28.27,74,1,5.75,US,2021-12-21 21:37:55
353,Redondela,42.2834,-8.6096,65.39,67,75,12.66,ES,2021-12-21 21:37:55
354,Mabaruma,8.2,-59.7833,74.57,98,49,3.44,GY,2021-12-21 21:37:55
355,Todos Santos,23.45,-110.2167,81.19,64,6,8.46,MX,2021-12-21 21:37:56
356,Ambunti,-4.2365,142.8448,75.85,97,88,0.45,PG,2021-12-21 21:37:56
357,Asau,46.4333,26.4,18.75,93,66,3.94,RO,2021-12-21 21:37:56
358,Lensk,60.7253,114.9278,-27.98,99,100,3.44,RU,2021-12-21 21:37:57
359,Lorengau,-2.0226,147.2712,81.88,81,100,3.74,PG,2021-12-21 21:37:57
360,Praia,14.9215,-23.5087,73.94,78,75,16.11,CV,2021-12-21 21:37:57
361,Onega,63.9061,38.1404,1.65,95,99,4.41,RU,2021-12-21 21:37:57
362,Stornoway,58.2093,-6.3865,39.16,97,75,1.14,GB,2021-12-21 21:37:58
363,Santiago,-33.4569,-70.6483,90.28,25,0,9.22,CL,2021-12-21 21:35:04
364,Acajutla,13.5928,-89.8275,95.34,61,28,7.9,SV,2021-12-21 21:37:58
365,Tshikapa,-6.4167,20.8,71.62,95,100,2.21,CD,2021-12-21 21:37:58
366,Opuwo,-18.0607,13.84,71.71,36,7,7.31,NA,2021-12-21 21:37:59
367,Kidal,18.4411,1.4078,66.25,14,71,10.65,ML,2021-12-21 21:38:59
368,Canutama,-6.5339,-64.3831,76.42,98,100,0.74,BR,2021-12-21 21:38:59
369,Ranong,9.9658,98.6348,72.23,82,100,2.42,TH,2021-12-21 21:39:00
370,Dunedin,-45.8742,170.5036,64.26,61,26,2.26,NZ,2021-12-21 21:39:00
371,Tuatapere,-46.1333,167.6833,63.82,53,46,10.65,NZ,2021-12-21 21:39:00
372,Saint-Georges,12.0564,-61.7485,80.28,89,75,14.97,GD,2021-12-21 21:39:01
373,Bac Lieu,9.285,105.7244,75.83,92,98,13.38,VN,2021-12-21 21:39:01
374,Tutoia,-2.7619,-42.2744,85.98,81,100,14.16,BR,2021-12-21 21:39:01
375,Sept-Iles,50.2001,-66.3821,16.05,71,20,14.0,CA,2021-12-21 21:39:02
376,Wilmington,34.2257,-77.9447,48.92,90,90,6.91,US,2021-12-21 21:35:15
377,Kathu,7.9178,98.3332,80.69,97,100,6.17,TH,2021-12-21 21:39:02
378,Varhaug,58.6147,5.6457,35.85,91,100,5.35,NO,2021-12-21 21:39:02
379,Manokwari,-0.8667,134.0833,78.24,85,100,4.47,ID,2021-12-21 21:39:02
380,Pskov,57.8136,28.3496,12.11,85,75,4.47,RU,2021-12-21 21:39:03
381,Mildura,-34.2,142.15,65.07,63,49,13.8,AU,2021-12-21 21:39:03
382,Vostok,46.4856,135.8833,-14.31,99,100,3.24,RU,2021-12-21 21:39:03
383,Meulaboh,4.1363,96.1285,75.0,91,43,4.18,ID,2021-12-21 21:39:04
384,Narsaq,60.9167,-46.05,46.62,57,100,16.2,GL,2021-12-21 21:39:04
385,Batagay,67.6333,134.6333,-32.64,89,100,2.33,RU,2021-12-21 21:39:04
386,Mwinilunga,-11.7358,24.4293,62.92,97,99,2.48,ZM,2021-12-21 21:34:13
387,Devils Lake,48.1128,-98.8651,4.98,81,1,3.0,US,2021-12-21 21:39:05
388,Tucuman,-26.8241,-65.2226,91.4,52,40,9.22,AR,2021-12-21 21:39:05
389,Grand Forks,47.9417,-97.4337,8.53,68,1,9.22,US,2021-12-21 21:39:05
390,Jinxiang,27.4327,120.6062,56.7,81,100,8.77,CN,2021-12-21 21:39:06
391,Fernie,49.5,-115.0687,32.09,92,91,5.7,CA,2021-12-21 21:39:06
392,Smithers,54.7804,-127.1743,8.92,85,90,3.44,CA,2021-12-21 21:37:44
393,Preobrazheniye,42.9019,133.9064,8.56,61,0,11.14,RU,2021-12-21 21:39:06
394,Trail,49.0998,-117.7022,26.98,89,98,1.23,CA,2021-12-21 21:39:07
395,Yuzhne,46.6221,31.1013,17.82,57,32,16.4,UA,2021-12-21 21:39:07
396,Mackenzie,55.2999,-123.1698,8.82,92,90,6.91,CA,2021-12-21 21:39:07
397,Alice Springs,-23.7,133.8833,74.75,31,44,4.61,AU,2021-12-21 21:39:08
398,Flin Flon,54.7682,-101.865,-0.56,78,20,3.44,CA,2021-12-21 21:35:58
399,Mae Sai,20.4335,99.8762,54.72,88,0,1.92,TH,2021-12-21 21:39:08
400,Atambua,-9.1061,124.8925,74.95,86,100,2.19,ID,2021-12-21 21:39:09
401,Kaitangata,-46.2817,169.8464,62.92,61,83,8.57,NZ,2021-12-21 21:39:09
402,Mopti,14.6667,-4.0,75.24,29,0,6.91,ML,2021-12-21 21:39:09
403,Barzas,55.7167,86.3167,14.23,100,86,2.8,RU,2021-12-21 21:39:10
404,Dhidhdhoo,6.8833,73.1,80.65,77,49,8.97,MV,2021-12-21 21:39:10
405,Hobyo,5.3505,48.5268,77.68,78,90,18.99,SO,2021-12-21 21:39:10
406,Kommunisticheskiy,61.6789,64.4819,9.41,95,100,8.37,RU,2021-12-21 21:39:10
407,Balotra,25.8333,72.2333,60.19,20,1,4.5,IN,2021-12-21 21:39:11
408,Gizo,-8.103,156.8419,84.06,73,84,1.97,SB,2021-12-21 21:39:11
409,Shubarkuduk,49.1447,56.4872,33.33,98,100,11.61,KZ,2021-12-21 21:39:11
410,Kavieng,-2.5744,150.7967,83.16,74,100,6.44,PG,2021-12-21 21:39:12
411,Balagunan,7.4922,125.5211,75.96,92,79,4.32,PH,2021-12-21 21:39:12
412,Guerrero Negro,27.9769,-114.0611,67.77,33,100,9.31,MX,2021-12-21 21:39:12
413,Andenes,69.3143,16.1194,19.38,86,0,6.91,NO,2021-12-21 21:39:13
414,Tuban,-6.8976,112.0649,77.14,88,100,2.64,ID,2021-12-21 21:40:08
415,Micheweni,-4.9667,39.8333,80.15,80,100,5.26,TZ,2021-12-21 21:40:13
416,Contai,21.7786,87.7536,58.82,43,3,7.63,IN,2021-12-21 21:40:13
417,Santa Lucia,27.9117,-15.5407,58.32,77,0,5.75,ES,2021-12-21 21:40:14
418,Rocha,-34.4833,-54.3333,70.77,70,59,9.33,UY,2021-12-21 21:40:14
419,Mantua,45.1667,10.7833,42.75,88,100,1.01,IT,2021-12-21 21:40:14
420,Iguape,-24.7081,-47.5553,74.93,84,0,13.09,BR,2021-12-21 21:40:15
421,Hamilton,39.1834,-84.5333,46.35,63,1,1.99,US,2021-12-21 21:39:24
422,Jussara,-23.6214,-52.4694,96.76,34,20,3.09,BR,2021-12-21 21:40:15
423,Maragogi,-9.0122,-35.2225,80.19,79,74,13.53,BR,2021-12-21 21:40:15
424,Sampit,-2.5333,112.95,73.22,99,100,0.96,ID,2021-12-21 21:40:16
425,Ekhabi,53.5102,142.9671,3.83,94,100,18.63,RU,2021-12-21 21:40:16
426,Kouroussa,10.65,-9.8833,74.7,22,8,3.96,GN,2021-12-21 21:40:16
427,Pisco,-13.7,-76.2167,71.65,78,0,20.71,PE,2021-12-21 21:40:17
428,Brae,60.3964,-1.353,39.11,83,100,8.46,GB,2021-12-21 21:40:17
429,Ahipara,-35.1667,173.1667,71.98,68,99,7.07,NZ,2021-12-21 21:40:17
430,Corning,42.1428,-77.0547,39.24,66,1,6.91,US,2021-12-21 21:40:18
431,Cuauhtemoc,28.4167,-106.8667,66.72,13,49,3.85,MX,2021-12-21 21:40:18
432,Pahalgam,34.0333,75.3333,19.63,60,85,14.07,IN,2021-12-21 21:40:18
433,Don Sak,9.3168,99.6918,77.2,76,100,4.43,TH,2021-12-21 21:40:19
434,Matamoros,25.5333,-103.25,70.11,26,1,0.0,MX,2021-12-21 21:40:19
435,Mozarlandia,-14.7447,-50.5706,76.66,88,67,4.45,BR,2021-12-21 21:40:19
436,Sokoni,-6.4333,39.55,79.09,78,62,6.71,TZ,2021-12-21 21:40:20
437,Santander,43.4647,-3.8044,57.81,80,0,3.0,ES,2021-12-21 21:40:12
438,Port Lincoln,-34.7333,135.8667,62.06,73,89,10.38,AU,2021-12-21 21:40:20
439,Bairiki,1.3292,172.9752,84.2,74,40,4.61,KI,2021-12-21 21:40:20
440,Shetpe,44.1667,52.1167,35.83,91,99,12.08,KZ,2021-12-21 21:40:21
441,Deputatskiy,69.3,139.9,-23.87,85,99,5.28,RU,2021-12-21 21:40:21
442,Guarapari,-20.6667,-40.4975,75.09,90,72,8.52,BR,2021-12-21 21:40:21
443,Agirish,61.9247,63.0231,0.97,96,100,8.66,RU,2021-12-21 21:40:21
444,Coquimbo,-29.9533,-71.3436,67.73,63,20,13.8,CL,2021-12-21 21:40:22
445,Itacoatiara,-3.1431,-58.4442,78.33,92,81,2.73,BR,2021-12-21 21:40:22
446,Vigrestad,58.5667,5.7,35.96,92,100,5.55,NO,2021-12-21 21:40:22
447,Durban,-29.8579,31.0292,73.02,93,95,1.99,ZA,2021-12-21 21:40:23
448,Poltavka,54.3663,71.7632,21.51,90,100,15.1,RU,2021-12-21 21:40:23
449,Laguna,38.421,-121.4238,63.64,84,90,5.75,US,2021-12-21 21:40:24
450,Waslala,13.2333,-85.3833,86.34,65,56,2.15,NI,2021-12-21 21:40:24
451,Hatillo,18.4863,-66.8254,81.79,79,3,5.99,PR,2021-12-21 21:40:24
452,Ukiah,39.1502,-123.2078,50.63,84,90,4.61,US,2021-12-21 21:36:55
453,Mount Gambier,-37.8333,140.7667,58.91,67,90,10.36,AU,2021-12-21 21:40:25
454,Grand-Santi,4.25,-54.3833,75.11,98,71,3.09,GF,2021-12-21 21:40:25
455,Pangnirtung,66.1451,-65.7125,21.2,86,75,0.0,CA,2021-12-21 21:40:25
456,Gannan,47.9147,123.5031,-11.11,89,9,3.18,CN,2021-12-21 21:40:25
457,Thinadhoo,0.5333,72.9333,80.06,79,95,5.3,MV,2021-12-21 21:40:26
458,Port Macquarie,-31.4333,152.9167,83.89,76,89,7.85,AU,2021-12-21 21:41:26
459,Along,28.1667,94.7667,45.84,64,19,1.77,IN,2021-12-21 21:41:26
460,Banff,51.1762,-115.5698,31.23,73,100,11.5,CA,2021-12-21 21:41:27
461,Ekibastuz,51.6667,75.3667,20.98,87,95,12.48,KZ,2021-12-21 21:41:27
462,Yaan,7.3833,8.5667,81.64,22,27,6.73,NG,2021-12-21 21:41:27
463,Fort Nelson,58.8053,-122.7002,2.79,85,75,3.44,CA,2021-12-21 21:41:28
464,Black River,18.0264,-77.8487,83.98,75,70,10.92,JM,2021-12-21 21:41:28
465,Souillac,-20.5167,57.5167,79.18,78,75,12.66,MU,2021-12-21 21:41:28
466,Billings,45.7833,-108.5007,47.97,46,40,12.66,US,2021-12-21 21:41:29
467,Kenora,49.8167,-94.4337,4.39,72,75,5.75,CA,2021-12-21 21:39:22
468,Key West,24.5557,-81.7826,77.0,84,40,11.5,US,2021-12-21 21:40:23
469,Tupik,54.4253,119.9327,-22.97,92,97,2.37,RU,2021-12-21 21:41:29
470,Chumikan,54.7183,135.315,-21.69,79,100,10.04,RU,2021-12-21 21:41:29
471,Rajanpur,29.1035,70.325,58.39,15,8,7.07,PK,2021-12-21 21:41:30
472,Nyrob,60.733,56.7202,11.68,96,100,4.09,RU,2021-12-21 21:41:30
473,Quelimane,-17.8786,36.8883,78.75,73,20,9.22,MZ,2021-12-21 21:41:30
474,Voyvozh,62.892,54.9635,1.98,95,100,7.05,RU,2021-12-21 21:41:31
475,Haimen,23.1935,116.6142,60.69,86,91,7.78,CN,2021-12-21 21:41:31
476,Svetlogorsk,52.6333,29.7333,13.3,85,17,7.34,BY,2021-12-21 21:41:31
477,Slavutych,51.5196,30.7343,10.2,70,21,1.99,UA,2021-12-21 21:41:31
478,Salisbury,51.0693,-1.7957,39.58,82,40,5.75,GB,2021-12-21 21:41:32
479,Cabo San Lucas,22.8909,-109.9124,81.7,56,1,5.99,MX,2021-12-21 21:39:04
480,Omboue,-1.5746,9.2618,78.75,89,57,6.31,GA,2021-12-21 21:41:32
481,Gemena,3.25,19.7667,77.95,47,85,0.45,CD,2021-12-21 21:41:33
482,Praya,14.9215,-23.5087,73.94,78,75,16.11,CV,2021-12-21 21:37:57
483,Abonnema,4.7084,6.7931,79.32,69,46,4.36,NG,2021-12-21 21:41:33
484,Chulym,55.0997,80.9572,3.2,100,96,4.83,RU,2021-12-21 21:41:33
485,Windhoek,-22.5594,17.0832,67.1,63,4,8.05,NA,2021-12-21 21:41:34
486,Rosarito,32.3333,-117.0333,70.66,54,99,9.75,MX,2021-12-21 21:41:34
487,Port Shepstone,-30.7414,30.455,70.74,93,53,13.56,ZA,2021-12-21 21:41:34
488,Soe,-9.8607,124.284,68.09,92,100,2.77,ID,2021-12-21 21:41:35
489,Copiapo,-27.3667,-70.3333,65.89,42,3,7.85,CL,2021-12-21 21:39:27
490,Edgewood,39.4187,-76.2944,42.71,67,90,1.01,US,2021-12-21 21:39:41
491,Arlit,18.7369,7.3853,62.74,20,12,6.51,NE,2021-12-21 21:41:35
492,San Pedro Del Parana,-26.8333,-56.2,92.95,37,45,4.18,PY,2021-12-21 21:41:35
493,Lilongwe,-13.9669,33.7873,68.54,86,34,2.59,MW,2021-12-21 21:41:36
494,Bubaque,11.2833,-15.8333,82.63,53,97,13.06,GW,2021-12-21 21:41:36
495,Jiazi,22.8779,116.067,61.52,83,100,6.69,CN,2021-12-21 21:41:36
496,Mlonggo,-6.5333,110.7,75.09,88,99,3.67,ID,2021-12-21 21:41:37
497,Tatawin,32.9297,10.4518,50.88,43,0,3.83,TN,2021-12-21 21:41:37
498,Pinyug,60.251,47.7842,-2.92,97,99,5.99,RU,2021-12-21 21:41:37
499,Roald,62.5833,6.1333,41.14,70,40,10.36,NO,2021-12-21 21:41:37
500,Bolgar,54.95,49.0667,10.31,92,47,6.76,RU,2021-12-21 21:41:38
501,Okhotsk,59.3833,143.3,-5.51,85,100,16.31,RU,2021-12-21 21:41:38
502,Tamano,34.4833,133.95,48.6,69,3,8.3,JP,2021-12-21 21:41:38
503,Jinchang,38.4953,102.1739,26.04,27,16,0.78,CN,2021-12-21 21:41:39
504,Khovu-Aksy,51.1333,93.6,8.76,97,75,1.97,RU,2021-12-21 21:41:39
505,Puntarenas,9.9763,-84.8384,82.33,78,77,7.25,CR,2021-12-21 21:42:06
506,Loudeac,48.1783,-2.7543,34.09,85,79,6.73,FR,2021-12-21 21:42:39
507,Iralaya,15.0,-83.2333,78.78,71,100,7.81,HN,2021-12-21 21:42:40
508,Lagunas,-5.2269,-75.6753,86.18,66,95,2.68,PE,2021-12-21 21:42:40
509,Portland,45.5234,-122.6762,46.38,83,75,1.01,US,2021-12-21 21:41:50
510,Narasannapeta,18.4167,84.05,61.54,57,3,5.55,IN,2021-12-21 21:42:40
511,Puerto Escondido,15.85,-97.0667,85.03,61,20,5.75,MX,2021-12-21 21:42:41
512,Wanaka,-44.7,169.15,62.56,65,27,11.9,NZ,2021-12-21 21:41:42
513,Lawang,-7.8353,112.6947,69.33,85,100,0.11,ID,2021-12-21 21:42:41
514,Hohhot,40.8106,111.6522,8.89,66,0,6.71,CN,2021-12-21 21:42:41
515,Glendive,47.1053,-104.7125,23.63,79,1,10.36,US,2021-12-21 21:40:08
516,Dzaoudzi,-12.7887,45.2699,80.49,83,0,4.61,YT,2021-12-21 21:42:42
517,Watsa,3.0372,29.5355,66.9,72,90,1.52,CD,2021-12-21 21:42:42
518,Gualaquiza,-3.4,-78.55,74.66,86,86,1.52,EC,2021-12-21 21:42:42
519,Santa Rosa,14.3122,121.1114,80.58,83,100,1.01,PH,2021-12-21 21:42:43
520,Aspindza,41.5739,43.2483,27.93,91,100,1.79,GE,2021-12-21 21:42:43
521,Bud,39.447,-86.1758,46.24,67,0,8.28,US,2021-12-21 21:42:43
522,Gondar,12.6,37.4667,58.5,79,51,3.29,ET,2021-12-21 21:42:44
523,Naryan-Mar,67.6713,53.087,-19.64,96,98,4.68,RU,2021-12-21 21:42:44
524,Kakhovka,46.8137,33.487,20.57,55,38,16.11,UA,2021-12-21 21:42:44
525,Mackay,-21.15,149.2,82.69,78,0,5.75,AU,2021-12-21 21:42:39
526,Nelson Bay,-32.7167,152.15,78.76,85,100,1.99,AU,2021-12-21 21:42:45
527,Monte Azul,-15.155,-42.8747,70.81,95,78,3.83,BR,2021-12-21 21:39:20
528,Sokolo,14.7328,-6.1219,75.76,15,76,10.16,ML,2021-12-21 21:42:45
529,Cap Malheureux,-19.9842,57.6142,79.29,91,99,7.0,MU,2021-12-21 21:42:46
530,Biltine,14.5333,20.9167,69.22,20,2,16.33,TD,2021-12-21 21:42:46
531,Araouane,18.9048,-3.5265,74.03,15,100,9.64,ML,2021-12-21 21:42:46
532,Perth,-31.9333,115.8333,66.67,82,0,5.75,AU,2021-12-21 21:42:46
533,Talnakh,69.4865,88.3972,-21.33,86,72,9.53,RU,2021-12-21 21:42:47
534,Tura,25.5198,90.2201,57.33,63,93,2.75,IN,2021-12-21 21:42:47
535,Midland,31.9974,-102.0779,73.06,10,1,14.97,US,2021-12-21 21:41:43
536,Paoua,7.2427,16.4406,73.2,33,80,5.17,CF,2021-12-21 21:42:47
537,Tara,56.8944,74.371,17.35,93,100,9.84,RU,2021-12-21 21:42:48
538,Duki,30.1541,68.5728,50.2,24,99,0.92,PK,2021-12-21 21:42:48
539,Rexburg,43.826,-111.7897,43.86,88,95,3.33,US,2021-12-21 21:42:48
540,Burns Lake,54.2331,-125.7533,9.82,77,100,1.32,CA,2021-12-21 21:39:39
541,Changping,40.2186,116.2197,31.64,71,72,0.74,CN,2021-12-21 21:42:49
542,Thunder Bay,48.4001,-89.3168,15.78,81,90,4.61,CA,2021-12-21 21:40:26
543,Presidencia Roque Saenz Pena,-26.7852,-60.4388,96.46,30,71,6.04,AR,2021-12-21 21:42:49
544,Xinzhi,36.4989,111.7047,39.78,28,0,3.15,CN,2021-12-21 21:42:50
545,Hami,42.8,93.45,24.94,48,29,6.22,CN,2021-12-21 21:42:50
546,Bogorodskoye,56.55,37.8833,-4.92,99,98,5.06,RU,2021-12-21 21:42:50
547,Bilibino,68.0546,166.4372,-33.2,100,92,2.86,RU,2021-12-21 21:42:51
548,Camacha,33.0833,-16.3333,62.02,77,20,13.8,PT,2021-12-21 21:42:51
549,Muravlenko,63.7898,74.523,-2.92,99,97,9.64,RU,2021-12-21 21:42:51
550,Kupang,-10.1667,123.5833,77.58,94,40,3.44,ID,2021-12-21 21:42:52
551,Mandalgovi,45.7625,106.2708,12.94,80,56,4.65,MN,2021-12-21 21:43:52
552,Ligayan,4.6533,119.4706,82.09,73,100,7.72,PH,2021-12-21 21:43:52
553,Aksarka,66.5606,67.7975,-22.22,100,93,2.39,RU,2021-12-21 21:43:53
554,Sioux Lookout,50.1001,-91.917,1.78,71,40,5.75,CA,2021-12-21 21:43:53
555,Nuuk,64.1835,-51.7216,38.01,87,75,19.57,GL,2021-12-21 21:40:03
556,Galle,6.0367,80.217,76.68,85,48,0.4,LK,2021-12-21 21:43:53
557,Prado,-17.3411,-39.2208,74.84,86,81,5.77,BR,2021-12-21 21:43:54
558,Fare,-16.7,-151.0167,79.68,76,68,13.06,PF,2021-12-21 21:43:54
559,Gombe,10.2897,11.1673,70.97,32,2,13.73,NG,2021-12-21 21:43:54
560,Werder,52.3787,12.934,35.1,91,75,2.73,DE,2021-12-21 21:43:54
561,Rio Gallegos,-51.6226,-69.2181,69.85,32,40,40.29,AR,2021-12-21 21:41:31
562,Gawler,-34.6,138.7333,66.25,73,80,4.68,AU,2021-12-21 21:43:55
563,Zhigansk,66.7697,123.3711,-50.37,97,100,5.32,RU,2021-12-21 21:43:55
564,Gobabis,-22.45,18.9667,67.42,66,84,6.93,NA,2021-12-21 21:43:56
565,Synya,65.3718,58.0387,-11.96,98,61,3.13,RU,2021-12-21 21:43:56
566,Aleksandrov Gay,50.147,48.5704,22.98,60,5,7.63,RU,2021-12-21 21:43:56
567,Taihe,30.8712,105.3845,45.39,74,0,3.31,CN,2021-12-21 21:43:57
568,Usinsk,65.9939,57.5281,-14.98,99,63,6.76,RU,2021-12-21 21:43:57
569,Alyangula,-13.8483,136.4192,75.07,100,91,1.14,AU,2021-12-21 21:43:57
570,Atyrau,47.1167,51.8833,33.82,100,90,13.42,KZ,2021-12-21 21:43:58
571,Cidreira,-30.1811,-50.2056,74.44,86,97,6.58,BR,2021-12-21 21:43:58
572,Encruzilhada,-15.5314,-40.9094,68.65,98,100,3.53,BR,2021-12-21 21:43:58
573,Pedasi,7.5333,-80.0333,78.06,81,100,4.47,PA,2021-12-21 21:43:58
574,Tanout,14.9709,8.8879,61.84,20,16,13.85,NE,2021-12-21 21:43:59
575,Balaipungut,1.05,101.2833,73.62,99,100,2.39,ID,2021-12-21 21:43:59
576,Freeport,40.6576,-73.5832,42.26,61,1,1.99,US,2021-12-21 21:43:59
577,Weligama,5.9667,80.4167,75.2,90,44,2.57,LK,2021-12-21 21:44:00
578,Nhulunbuy,-12.2333,136.7667,83.01,78,100,0.0,AU,2021-12-21 21:44:00
579,Sao Joao Da Barra,-21.6403,-41.0511,77.09,86,45,15.46,BR,2021-12-21 21:44:00
580,Mumford,5.2618,-0.759,80.28,68,9,3.87,GH,2021-12-21 21:44:01
581,Buraydah,26.326,43.975,50.45,30,28,8.21,SA,2021-12-21 21:44:01
582,Havoysund,70.9963,24.6622,20.28,69,88,7.63,NO,2021-12-21 21:44:01
583,Kayerkan,69.3497,87.7602,-23.17,89,87,7.05,RU,2021-12-21 21:44:02
584,Kirakira,-10.4544,161.9205,83.86,80,88,5.84,SB,2021-12-21 21:44:02
585,Bhongir,17.5108,78.8889,59.18,31,2,3.98,IN,2021-12-21 21:44:02
586,Lakes Entrance,-37.8811,147.981,62.17,74,22,7.05,AU,2021-12-21 21:44:02
587,Batemans Bay,-35.7167,150.1833,79.2,75,98,2.95,AU,2021-12-21 21:44:03
588,Yavoriv,49.9386,23.3825,16.88,83,8,8.7,UA,2021-12-21 21:44:03
589,Srikakulam,18.3,83.9,62.37,68,3,5.77,IN,2021-12-21 21:44:03
590,Terrace Bay,48.7834,-87.1,11.82,93,100,14.45,CA,2021-12-21 21:44:04
591,La Paz,-16.5,-68.15,57.18,76,75,10.36,BO,2021-12-21 21:44:04
